,UnitID,Species,Collection_Locale,DateCollected,AssociatedMedia
146,19N0138,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0138_v.JPG ,
https://zenodo.org/record/4288311/files/19N0138_d.JPG"
147,19N0140,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0140_d.JPG ,
https://zenodo.org/record/4288311/files/19N0140_v.JPG"
148,19N0141,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0141_v.JPG ,
https://zenodo.org/record/4288311/files/19N0141_d.JPG"
149,19N0142,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0142_d.JPG ,
https://zenodo.org/record/4288311/files/19N0142_v.JPG"
150,19N0143,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0143_d.JPG ,
https://zenodo.org/record/4288311/files/19N0143_v.JPG"
151,19N0144,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0144_v.JPG ,
https://zenodo.org/record/4288311/files/19N0144_d.JPG"
152,19N0145,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0145_d.JPG ,
https://zenodo.org/record/4288311/files/19N0145_v.JPG"
153,19N0146,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0146_d.JPG ,
https://zenodo.org/record/4288311/files/19N0146_v.JPG"
154,19N0147,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0147_d.JPG ,
https://zenodo.org/record/4288311/files/19N0147_v.JPG"
155,19N0148,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0148_v.JPG ,
https://zenodo.org/record/4288311/files/19N0148_d.JPG"
156,19N0149,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0149_v.JPG ,
https://zenodo.org/record/4288311/files/19N0149_d.JPG"
157,19N0150,Heliconius melpomene ssp. malleti,Rio Pusuno 2,20181215,"https://zenodo.org/record/4288311/files/19N0150_d.JPG ,
https://zenodo.org/record/4288311/files/19N0150_v.JPG"
158,19N0151,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0151_d.JPG ,
https://zenodo.org/record/4288311/files/19N0151_v.JPG"
159,19N0152,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0152_v.JPG ,
https://zenodo.org/record/4288311/files/19N0152_d.JPG"
160,19N0153,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0153_d.JPG ,
https://zenodo.org/record/4288311/files/19N0153_v.JPG"
161,19N0154,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0154_d.JPG ,
https://zenodo.org/record/4288311/files/19N0154_v.JPG"
162,19N0155,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0155_d.JPG ,
https://zenodo.org/record/4288311/files/19N0155_v.JPG"
163,19N0156,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0156_d.JPG ,
https://zenodo.org/record/4288311/files/19N0156_v.JPG"
164,19N0157,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0157_d.JPG ,
https://zenodo.org/record/4288311/files/19N0157_v.JPG"
165,19N0158,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0158_d.JPG ,
https://zenodo.org/record/4288311/files/19N0158_v.JPG"
166,19N0159,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0159_d.JPG ,
https://zenodo.org/record/4288311/files/19N0159_v.JPG"
167,19N0160,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0160_d.JPG ,
https://zenodo.org/record/4288311/files/19N0160_v.JPG"
168,19N0161,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0161_d.JPG ,
https://zenodo.org/record/4288311/files/19N0161_v.JPG"
169,19N0162,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0162_v.JPG ,
https://zenodo.org/record/4288311/files/19N0162_d.JPG"
170,19N0163,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0163_d.JPG ,
https://zenodo.org/record/4288311/files/19N0163_v.JPG"
171,19N0164,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0164_d.JPG ,
https://zenodo.org/record/4288311/files/19N0164_v.JPG"
172,19N0165,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0165_d.JPG ,
https://zenodo.org/record/4288311/files/19N0165_v.JPG"
173,19N0166,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0166_d.JPG ,
https://zenodo.org/record/4288311/files/19N0166_v.JPG"
174,19N0167,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0167_d.JPG ,
https://zenodo.org/record/4288311/files/19N0167_v.JPG"
175,19N0168,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0168_d.JPG ,
https://zenodo.org/record/4288311/files/19N0168_v.JPG"
176,19N0169,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0169_v.JPG ,
https://zenodo.org/record/4288311/files/19N0169_d.JPG"
177,19N0170,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0170_d.JPG ,
https://zenodo.org/record/4288311/files/19N0170_v.JPG"
178,19N0171,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0171_v.JPG ,
https://zenodo.org/record/4288311/files/19N0171_d.JPG"
179,19N0172,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0172_v.JPG ,
https://zenodo.org/record/4288311/files/19N0172_d.JPG"
180,19N0173,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0173_d.JPG ,
https://zenodo.org/record/4288311/files/19N0173_v.JPG"
181,19N0174,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0174_d.JPG ,
https://zenodo.org/record/4288311/files/19N0174_v.JPG"
182,19N0175,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0175_v.JPG ,
https://zenodo.org/record/4288311/files/19N0175_d.JPG"
183,19N0176,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0176_d.JPG ,
https://zenodo.org/record/4288311/files/19N0176_v.JPG"
184,19N0177,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0177_v.JPG ,
https://zenodo.org/record/4288311/files/19N0177_d.JPG"
185,19N0178,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0178_d.JPG ,
https://zenodo.org/record/4288311/files/19N0178_v.JPG"
186,19N0179,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0179_d.JPG ,
https://zenodo.org/record/4288311/files/19N0179_v.JPG"
187,19N0180,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0180_d.JPG ,
https://zenodo.org/record/4288311/files/19N0180_v.JPG"
188,19N0181,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0181_d.JPG ,
https://zenodo.org/record/4288311/files/19N0181_v.JPG"
189,19N0182,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0182_d.JPG ,
https://zenodo.org/record/4288311/files/19N0182_v.JPG"
190,19N0183,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0183_v.JPG ,
https://zenodo.org/record/4288311/files/19N0183_d.JPG"
191,19N0184,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0184_v.JPG ,
https://zenodo.org/record/4288311/files/19N0184_d.JPG"
192,19N0185,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0185_v.JPG ,
https://zenodo.org/record/4288311/files/19N0185_d.JPG"
193,19N0186,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0186_v.JPG ,
https://zenodo.org/record/4288311/files/19N0186_d.JPG"
194,19N0187,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0187_d.JPG ,
https://zenodo.org/record/4288311/files/19N0187_v.JPG"
195,19N0188,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0188_d.JPG ,
https://zenodo.org/record/4288311/files/19N0188_v.JPG"
196,19N0189,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0189_v.JPG ,
https://zenodo.org/record/4288311/files/19N0189_d.JPG"
197,19N0190,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0190_d.JPG ,
https://zenodo.org/record/4288311/files/19N0190_v.JPG"
198,19N0191,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0191_v.JPG ,
https://zenodo.org/record/4288311/files/19N0191_d.JPG"
199,19N0192,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0192_d.JPG ,
https://zenodo.org/record/4288311/files/19N0192_v.JPG"
200,19N0193,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0193_v.JPG ,
https://zenodo.org/record/4288311/files/19N0193_d.JPG"
201,19N0195,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0195_d.JPG ,
https://zenodo.org/record/4288311/files/19N0195_v.JPG"
202,19N0196,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0196_v.JPG ,
https://zenodo.org/record/4288311/files/19N0196_d.JPG"
203,19N0197,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0197_v.JPG ,
https://zenodo.org/record/4288311/files/19N0197_d.JPG"
204,19N0198,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0198_d.JPG ,
https://zenodo.org/record/4288311/files/19N0198_v.JPG"
205,19N0199,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0199_d.JPG ,
https://zenodo.org/record/4288311/files/19N0199_v.JPG"
206,19N0200,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0200_d.JPG ,
https://zenodo.org/record/4288311/files/19N0200_v.JPG"
207,19N0201,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0201_d.JPG ,
https://zenodo.org/record/4288311/files/19N0201_v.JPG"
208,19N0202,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0202_d.JPG ,
https://zenodo.org/record/4288311/files/19N0202_v.JPG"
209,19N0203,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0203_d.JPG ,
https://zenodo.org/record/4288311/files/19N0203_v.JPG"
210,19N0204,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0204_v.JPG ,
https://zenodo.org/record/4288311/files/19N0204_d.JPG"
211,19N0205,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0205_v.JPG ,
https://zenodo.org/record/4288311/files/19N0205_d.JPG"
212,19N0206,,Río Pusuno,201938,"https://zenodo.org/record/4288311/files/19N0206_d.JPG ,
https://zenodo.org/record/4288311/files/19N0206_v.JPG"
213,19N0210,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0210_v.JPG ,
https://zenodo.org/record/4288311/files/19N0210_d.JPG"
214,19N0211,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0211_v.JPG ,
https://zenodo.org/record/4288311/files/19N0211_d.JPG"
215,19N0212,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0212_d.JPG ,
https://zenodo.org/record/4288311/files/19N0212_v.JPG"
216,19N0213,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0213_v.JPG ,
https://zenodo.org/record/4288311/files/19N0213_d.JPG"
217,19N0214,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0214_v.JPG ,
https://zenodo.org/record/4288311/files/19N0214_d.JPG"
218,19N0215,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0215_v.JPG ,
https://zenodo.org/record/4288311/files/19N0215_d.JPG"
219,19N0216,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0216_v.JPG ,
https://zenodo.org/record/4288311/files/19N0216_d.JPG"
220,19N0219,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0219_v.JPG ,
https://zenodo.org/record/4288311/files/19N0219_d.JPG"
221,19N0220,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0220_v.JPG ,
https://zenodo.org/record/4288311/files/19N0220_d.JPG"
222,19N0221,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0221_d.JPG ,
https://zenodo.org/record/4288311/files/19N0221_v.JPG"
223,19N0222,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0222_d.JPG ,
https://zenodo.org/record/4288311/files/19N0222_v.JPG"
224,19N0223,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0223_v.JPG ,
https://zenodo.org/record/4288311/files/19N0223_d.JPG"
225,19N0224,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0224_v.JPG ,
https://zenodo.org/record/4288311/files/19N0224_d.JPG"
226,19N0225,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0225_d.JPG ,
https://zenodo.org/record/4288311/files/19N0225_v.JPG"
227,19N0226,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0226_d.JPG ,
https://zenodo.org/record/4288311/files/19N0226_v.JPG"
228,19N0228,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0228_d.JPG ,
https://zenodo.org/record/4288311/files/19N0228_v.JPG"
229,19N0236,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0236_d.JPG ,
https://zenodo.org/record/4288311/files/19N0236_v.JPG"
230,19N0238,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0238_v.JPG ,
https://zenodo.org/record/4288311/files/19N0238_d.JPG"
231,19N0239,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0239_d.JPG ,
https://zenodo.org/record/4288311/files/19N0239_v.JPG"
232,19N0240,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0240_d.JPG ,
https://zenodo.org/record/4288311/files/19N0240_v.JPG"
233,19N0241,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0241_d.JPG ,
https://zenodo.org/record/4288311/files/19N0241_v.JPG"
234,19N0242,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0242_v.JPG ,
https://zenodo.org/record/4288311/files/19N0242_d.JPG"
235,19N0245,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0245_v.JPG ,
https://zenodo.org/record/4288311/files/19N0245_d.JPG"
236,19N0246,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0246_d.JPG ,
https://zenodo.org/record/4288311/files/19N0246_v.JPG"
237,19N0250,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0250_d.JPG ,
https://zenodo.org/record/4288311/files/19N0250_v.JPG"
238,19N0252,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0252_v.JPG ,
https://zenodo.org/record/4288311/files/19N0252_d.JPG"
239,19N0253,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0253_v.JPG ,
https://zenodo.org/record/4288311/files/19N0253_d.JPG"
240,19N0254,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0254_d.JPG ,
https://zenodo.org/record/4288311/files/19N0254_v.JPG"
241,19N0255,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0255_d.JPG ,
https://zenodo.org/record/4288311/files/19N0255_v.JPG"
242,19N0256,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0256_v.JPG ,
https://zenodo.org/record/4288311/files/19N0256_d.JPG"
243,19N0257,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0257_d.JPG ,
https://zenodo.org/record/4288311/files/19N0257_v.JPG"
244,19N0258,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0258_d.JPG ,
https://zenodo.org/record/4288311/files/19N0258_v.JPG"
245,19N0261,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0261_v.JPG ,
https://zenodo.org/record/4288311/files/19N0261_d.JPG"
246,19N0263,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0263_d.JPG ,
https://zenodo.org/record/4288311/files/19N0263_v.JPG"
247,19N0264,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0264_d.JPG ,
https://zenodo.org/record/4288311/files/19N0264_v.JPG"
248,19N0265,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0265_d.JPG ,
https://zenodo.org/record/4288311/files/19N0265_v.JPG"
249,19N0266,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0266_v.JPG ,
https://zenodo.org/record/4288311/files/19N0266_d.JPG"
250,19N0267,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0267_d.JPG ,
https://zenodo.org/record/4288311/files/19N0267_v.JPG"
251,19N0268,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0268_v.CR2 ,
https://zenodo.org/record/4288311/files/19N0268_v.JPG ,
https://zenodo.org/record/4288311/files/19N0268_d.JPG"
252,19N0269,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0269_d.JPG ,
https://zenodo.org/record/4288311/files/19N0269_v.JPG"
253,19N0270,Heliconius erato ssp. lativitta,San Pedro de Arajuno,20181118,"https://zenodo.org/record/4288311/files/19N0270_v.JPG ,
https://zenodo.org/record/4288311/files/19N0270_d.JPG"
254,19N0271,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N0271_d.JPG ,
https://zenodo.org/record/4288311/files/19N0271_v.JPG"
